省/直辖市,地市,Permit,单位名称,行业类别,有效期限,发证日期
辽宁省,大连市,91210200341162462J001Y,大连上实环境泉水河污水处理有限公司,污水处理及其再生利用,2021-12-21至2026-12-20,2021-12-14
广东省,佛山市,914406075645651975001Q,佛山市三水区白坭镇莘村机械塑料城工业污水处理厂有限公司,污水处理及其再生利用,2021-05-26至2026-05-25,2021-05-26
四川省,成都市,915101000977560656003Y,成都天投环境有限公司天府新区籍田污水处理厂,污水处理及其再生利用,2021-12-13至2026-12-12,2021-12-13
江苏省,宿迁市,91321323MA1YADUE5F001Q,江苏岭源水务有限责任公司,污水处理及其再生利用,2021-12-13至2026-12-12,2021-12-13
黑龙江省,伊春市,91230712129546370L001V,汤旺河污水处理厂,污水处理及其再生利用,2021-12-13至2026-12-12,2021-12-13
重庆市,市辖区,91500113077252345X001X,重庆市巴南区嘉恒污水处理有限公司,污水处理及其再生利用,2021-12-20至2026-12-19,2021-12-13
广东省,汕头市,914405146904573653001T,汕头市两英广业环保有限公司,污水处理及其再生利用,2019-09-28至2024-09-27,2019-09-28
河北省,邯郸市,11130435000601148K001V,曲周县住房和城乡建设局,污水处理及其再生利用,2021-12-13至2026-12-12,2021-12-13
广东省,广州市,91440115MA59BWTH59004Q,广州科涤水处理有限公司（榄核净水厂）,污水处理及其再生利用,2021-12-25至2026-12-24,2021-12-13
天津市,市辖区,911201127466629164001V,天津市津南区环科污水处理有限公司,污水处理及其再生利用,2021-12-12至2026-12-11,2021-12-10
辽宁省,大连市,91210213MA10GHC175001V,弱水污水处理(大连)有限公司,污水处理及其再生利用,2021-12-13至2026-12-12,2021-12-13
湖南省,长沙市,91430100722557556A007V,长沙市排水有限责任公司花桥水质净化厂,污水处理及其再生利用,2021-12-10至2026-12-09,2021-12-10
湖南省,长沙市,91430100722557556A003R,长沙市排水有限责任公司长善垸水质净化厂,污水处理及其再生利用,2021-12-14至2026-12-13,2021-12-10
广东省,深圳市,914403006820066603003Y,深圳市深水龙岗污水处理有限公司（上洋水质净化厂）,污水处理及其再生利用,2021-12-28至2026-12-27,2021-12-10
黑龙江省,大庆市,91230622MA1C790N0E001V,肇源县源水能环保科技有限公司,污水处理及其再生利用,2021-12-10至2026-12-09,2021-12-10
天津市,市辖区,91120221MA06P0981D001U,天津宁源水务有限公司,污水处理及其再生利用,2021-12-12至2026-12-11,2021-12-10
四川省,成都市,91510122693698666D001Q,成都爱文思水质净化有限公司双流区牧马山污水处理厂,污水处理及其再生利用,2021-12-10至2026-12-09,2021-12-10
黑龙江省,佳木斯市,91230822MA1ARKGM14001V,桦南浦华净源水务有限公司（桦南县污水处理厂）,污水处理及其再生利用,2021-12-10至2026-12-09,2021-12-10
山西省,太原市,911401006644903562001Z,太原金世纪阳光水净化有限公司,污水处理及其再生利用,2021-12-29至2026-12-28,2021-11-08
天津市,市辖区,91120116575144398M001X,天津生态城水务投资建设有限公司,污水处理及其再生利用,2021-12-11至2026-12-10,2021-12-10
湖南省,长沙市,91430100768017686L001R,长沙中科成污水净化有限公司,污水处理及其再生利用,2021-12-14至2026-12-13,2021-12-08
湖南省,长沙市,91430121MA4Q8UL235001R,湖南北控水务发展有限公司长沙县分公司敢胜垸污水处理厂,污水处理及其再生利用,2021-12-14至2026-12-13,2021-12-08
广东省,惠州市,91441303570132152N001V,惠州鸿宇市政污水处理有限公司,污水处理及其再生利用,2021-12-09至2026-12-08,2021-12-09
甘肃省,定西市,91621121095961284H001V,通渭县洁源污水处理有限责任公司,污水处理及其再生利用,2022-07-24至2027-07-23,2022-06-21
甘肃省,定西市,116224240153273641001Q,通渭县马营镇人民政府,污水处理及其再生利用,2023-04-10至2028-04-09,2023-04-10
甘肃省,定西市,11622424015327348B001Q,通渭县义岗川镇人民政府（污水处理厂）,污水处理及其再生利用,2022-09-13至2027-09-12,2022-09-13
安徽省,合肥市,9134000071177511XW121V,巢湖市半岛污水处理厂,污水处理及其再生利用,2022-08-08至2027-08-07,2022-08-08
甘肃省,定西市,91621124MA73BFWC51001U,临洮县清洮污水处理有限责任公司,污水处理及其再生利用,2022-10-30至2027-10-29,2022-10-29
甘肃省,定西市,91621124MA71XH0B7U001U,临洮县中铺工业园给排水工程有限公司,污水处理及其再生利用,2022-04-15至2027-04-14,2022-04-05
四川省,遂宁市,91510900MA68WA6T2Q045V,南强工业污水处理厂,污水处理及其再生利用,2024-06-26至2029-06-25,2024-06-26
安徽省,滁州市,91341125MA2TCN38XJ018V,定远县城乡水务投资建设有限公司,污水处理及其再生利用,2024-06-25至2029-06-24,2024-06-25
山东省,聊城市,91371521050903670Q001V,阳谷县瀚海水处理有限公司,污水处理及其再生利用,2024-06-25至2029-06-24,2024-06-25
福建省,泉州市,91350582MA8T6KN879001R,晋江市圳源污水处理有限公司,污水处理及其再生利用,2024-06-26至2029-06-25,2024-06-26
贵州省,遵义市,91520323MA6H6MF79R017R,绥阳智慧绿源水环境治理有限公司（郑场镇污水处理厂）,污水处理及其再生利用,2021-12-08至2026-12-07,2021-12-08
黑龙江省,伊春市,91230703MA1BN73J8U001V,伊春市南岔区永翠污水处理有限公司,污水处理及其再生利用,2021-12-08至2026-12-07,2021-12-08
辽宁省,大连市,91210200MA0QD7FM65001Q,彤阳创业（大连）水务有限公司,污水处理及其再生利用,2021-12-21至2026-12-20,2021-12-08
黑龙江省,牡丹江市,91231083130543468R001R,黑龙江省柴河林业局有限公司,污水处理及其再生利用,2021-06-28至2026-06-27,2021-06-28
福建省,莆田市,913503000665916675001V,莆田市水质净化有限公司,污水处理及其再生利用,2021-12-07至2026-12-06,2021-12-07
广东省,深圳市,91440300MA5F0DLT64001Y,深圳市坂雪岗水质净化有限公司,污水处理及其再生利用,2021-12-27至2026-12-26,2021-12-07
甘肃省,陇南市,11621226013943569P002Q,礼县住房和城乡建设局（礼县白河镇污水收集处理厂）,污水处理及其再生利用,2021-12-07至2026-12-06,2021-12-07
辽宁省,大连市,91210200751591323M001X,大连紫光水务有限公司,污水处理及其再生利用,2021-12-18至2026-12-17,2021-12-18
贵州省,贵阳市,11520112009425718E006U,贵阳市乌当区水务管理局（百宜镇污水处理厂）,污水处理及其再生利用,2021-11-29至2026-11-28,2021-11-29
贵州省,贵阳市,915201000610318128006U,金百污水处理厂,污水处理及其再生利用,2021-12-29至2026-12-28,2021-10-30
贵州省,遵义市,91520323MA6H6MF79R011R,绥阳智慧绿源水环境治理有限公司（绥阳县太白镇污水处理厂）,污水处理及其再生利用,2021-12-07至2026-12-06,2021-12-07
贵州省,遵义市,91520323MA6H6MF79R015R,绥阳智慧绿源水环境治理有限公司（青杠塘镇污水处理厂）,污水处理及其再生利用,2021-12-07至2026-12-06,2021-12-07
贵州省,遵义市,91520323MA6H6MF79R014R,绥阳智慧绿源水环境治理有限公司（绥阳县宽阔镇污水处理厂）,污水处理及其再生利用,2021-12-07至2026-12-06,2021-12-07
贵州省,遵义市,91520323MA6H6MF79R016R,绥阳智慧绿源水环境治理有限公司(蒲场镇污水处理厂),污水处理及其再生利用,2021-12-07至2026-12-06,2021-12-07
黑龙江省,伊春市,12230722MB0380250X001V,嘉荫县经济开发区服务中心,污水处理及其再生利用,2021-12-07至2026-12-06,2021-12-07
广东省,肇庆市,914412837528636503001Q,高要区金淘工业园污水处理厂,污水处理及其再生利用,2021-12-07至2026-12-06,2021-12-07
山东省,潍坊市,91370786MA3TC5729T001V,昌邑洺洋污水处理有限公司,污水处理及其再生利用,2021-12-06至2026-12-05,2021-12-06
贵州省,遵义市,91520323MA6H6MF79R012R,绥阳智慧绿源水环境治理有限公司（绥阳县温泉镇污水处理厂）,污水处理及其再生利用,2021-12-03至2026-12-02,2021-12-03
陕西省,西安市,9161011558740816XB001Y,西安市临潼区陕鼓水务有限公司新区污水处理厂,污水处理及其再生利用,2021-12-24至2026-12-23,2021-10-12
黑龙江省,牡丹江市,1123102573127737x5001U,林口县柳树镇人民政府,污水处理及其再生利用,2021-06-25至2026-06-24,2021-06-25
四川省,绵阳市,91510700MA62GXTF4P005R,绵阳信开水环境治理有限公司（吴家污水处理厂）,污水处理及其再生利用,2021-03-31至2026-03-30,2021-03-31
贵州省,黔南布依族苗族自治州,91522722MA6DN0486U008R,荔波县小七孔镇播尧污水处理厂,污水处理及其再生利用,2021-12-03至2026-12-02,2021-12-03
贵州省,黔南布依族苗族自治州,91522722MA6DN0486U011R,荔波县朝阳镇污水处理厂,污水处理及其再生利用,2021-12-03至2026-12-02,2021-12-03
贵州省,黔南布依族苗族自治州,91522722MA6DN0486U007R,荔波县大七孔污水处理厂,污水处理及其再生利用,2021-12-03至2026-12-02,2021-12-03
贵州省,黔南布依族苗族自治州,91522722MA6DN0486U010R,荔波县甲良镇污水处理厂,污水处理及其再生利用,2021-12-03至2026-12-02,2021-12-03
贵州省,黔南布依族苗族自治州,91522722MA6DN0486U006R,荔波县佳荣镇污水处理厂,污水处理及其再生利用,2021-12-03至2026-12-02,2021-12-03
贵州省,黔南布依族苗族自治州,91522722MA6DN0486U004R,荔波县拉欧污水处理厂,污水处理及其再生利用,2021-12-03至2026-12-02,2021-12-03
贵州省,黔南布依族苗族自治州,91522722MA6DN0486U009R,荔波县茂兰镇污水处理厂,污水处理及其再生利用,2021-12-03至2026-12-02,2021-12-03
贵州省,黔南布依族苗族自治州,91522722MA6DN0486U005R,荔波县小七孔镇新街污水处理厂,污水处理及其再生利用,2021-12-03至2026-12-02,2021-12-03
贵州省,黔南布依族苗族自治州,91522722MA6DN0486U003R,荔波县小七孔镇污水处理厂,污水处理及其再生利用,2021-12-03至2026-12-02,2021-12-03
安徽省,池州市,913417007865383891002U,池州市九华山供排水有限公司（柯村污水处理厂）,污水处理及其再生利用,2019-09-01至2024-08-31,2019-08-30
上海市,市辖区,91310116690111874G001V,上海金兴水处理工程有限公司,污水处理及其再生利用,2022-01-01至2026-12-31,2021-12-03
上海市,市辖区,913101167442404531001U,上海金山枫泾水质净化有限公司,污水处理及其再生利用,2022-01-01至2026-12-31,2021-12-03
上海市,市辖区,913101161342378980002V,上海金山排海工程有限公司（一车间）,污水处理及其再生利用,2022-01-01至2026-12-31,2021-12-03
上海市,市辖区,9131011676428420X1001X,上海枫亭水质净化有限公司,污水处理及其再生利用,2022-01-01至2026-12-31,2021-12-03
江苏省,苏州市,913205097780177943001U,苏州市吴江区芦墟污水处理有限公司,污水处理及其再生利用,2021-12-03至2026-12-02,2021-12-03
江苏省,苏州市,9132050675271302X2001C,苏州市吴中区胥口污水处理有限公司,污水处理及其再生利用,2021-08-20至2026-08-19,2021-08-20
广西壮族自治区,南宁市,91450000791346584E004Z,广西绿城水务股份有限公司埌东污水处理厂,污水处理及其再生利用,2021-12-28至2026-12-27,2021-12-03
湖北省,仙桃市,91420100758176819M002U,武汉芳笛环保股份有限公司,污水处理及其再生利用,2020-07-02至2025-07-01,2020-07-02
上海市,市辖区,91310120787889199R001Z,上海奉贤西部污水处理有限公司,污水处理及其再生利用,2022-01-01至2026-12-31,2021-12-02
天津市,市辖区,91120116668841213G001Z,天津威立雅渤化永利水务有限责任公司,污水处理及其再生利用,2021-12-11至2026-12-10,2021-12-02
江西省,抚州市,91361027MA397J035Q001V,金溪秀谷环保科技有限公司,污水处理及其再生利用,2021-12-01至2026-11-30,2021-12-01
陕西省,延安市,91610600MA6YE56585001X,陕西久远环保科技有限公司,污水处理及其再生利用,2021-11-26至2026-11-25,2021-11-26
广西壮族自治区,南宁市,914500007230626270001W,广西金水建设开发有限公司,污水处理及其再生利用,2021-12-25至2026-12-24,2021-11-29
天津市,市辖区,12120110401254984G001Y,天津钢管公司东丽排水管理处,污水处理及其再生利用,2021-12-07至2026-12-06,2021-10-08
辽宁省,大连市,912102135549713439001Z,大连大开污水处理有限公司,污水处理及其再生利用,2021-12-28至2026-12-27,2021-10-09
辽宁省,大连市,91210200782495916N001W,大连天洋污水处理有限公司,污水处理及其再生利用,2022-01-01至2026-12-31,2021-07-19
广东省,中山市,914420006649916282001Y,中山市横栏镇永兴污水处理有限公司,污水处理及其再生利用,2021-11-30至2026-11-29,2021-11-30
贵州省,黔东南苗族侗族自治州,91522623MA6H51ETXM003Q,贵州省施秉县牛大场污水处理厂,污水处理及其再生利用,2021-11-30至2026-11-29,2021-11-30
陕西省,西安市,91610125MA6WUCG72W001U,蒋村镇蒋村生活污水处理厂,污水处理及其再生利用,2021-11-30至2026-11-29,2021-11-30
上海市,市辖区,91310115552957169G005V,上海老港固废综合开发有限公司（老港渗滤液处理厂）,污水处理及其再生利用,2020-08-27至2025-08-26,2020-08-27
云南省,西双版纳傣族自治州,91532801432500500B003U,景洪市给排水有限责任公司（景洪市江南第二污水处理厂）,污水处理及其再生利用,2021-12-01至2026-11-30,2021-12-01
安徽省,六安市,11341402003229038J001Q,金安区东桥镇污水处理厂,污水处理及其再生利用,2021-11-29至2026-11-28,2021-11-29
安徽省,六安市,113414020032291779001U,六安市金安区翁墩乡人民政府,污水处理及其再生利用,2021-11-29至2026-11-28,2021-11-29
贵州省,贵阳市,915201000610318128011Y,花溪污水处理厂二期,污水处理及其再生利用,2021-12-29至2026-12-28,2021-10-08
贵州省,贵阳市,915201000610318128012U,花溪污水处理厂一期,污水处理及其再生利用,2021-12-29至2026-12-28,2021-10-08
贵州省,贵阳市,91520100761375421J006U,小箐污水净化厂,污水处理及其再生利用,2021-12-29至2026-12-28,2021-09-28
北京市,市辖区,91110111MA0094FW4M010R,北京碧水京良水务有限公司韩村河污水处理厂,污水处理及其再生利用,2021-11-29至2026-11-28,2021-11-29
湖南省,株洲市,91430281083550832W001V,醴陵市滨城开发建设有限公司,污水处理及其再生利用,2021-04-19至2026-04-18,2021-04-19
重庆市,市辖区,91500101MA607WQF1C010U,重庆市万州区镇级污水处理有限公司（瑞池污水处理厂）,污水处理及其再生利用,2021-06-30至2026-06-29,2021-06-30
广东省,揭阳市,91445281MA55KU845P001V,普宁市深水规院生态环境有限公司（普宁市水质净化厂）,污水处理及其再生利用,2021-11-26至2026-11-25,2021-11-26
江苏省,苏州市,913205837665158687002Y,昆山建邦环境投资有限公司北区污水处理厂,污水处理及其再生利用,2021-11-26至2026-11-25,2021-11-26
江苏省,苏州市,91320506785956378R001C,苏州甪直新区污水处理有限公司,污水处理及其再生利用,2021-11-26至2026-11-25,2021-11-26
内蒙古自治区,锡林郭勒盟,91230199128025311R001V,哈尔滨华春药化环保技术开发有限公司,污水处理及其再生利用,2021-11-26至2026-11-25,2021-11-26
广东省,中山市,91442000678831107A001U,中山市板芙污水处理有限公司,污水处理及其再生利用,2021-07-19至2026-07-18,2021-07-19
山东省,临沂市,91371323MA3P1XC31F001V,沂水城投庐山水务有限公司,污水处理及其再生利用,2021-10-20至2026-10-19,2021-10-20
广东省,深圳市,914403006853795855003U,深圳市南方水务有限公司鹅公岭污水处理厂,污水处理及其再生利用,2021-12-28至2026-12-27,2021-11-26
贵州省,贵安新区,91520900MA6GYELT7W001Q,贵州水投水务集团贵安新区湖潮污水处理有限责任公司,污水处理及其再生利用,2021-08-23至2026-08-22,2021-08-23
黑龙江省,牡丹江市,91231024MA1C600L4A001Q,黑龙江绥东环保投资运营有限公司,污水处理及其再生利用,2021-09-13至2026-09-12,2021-09-13
贵州省,遵义市,915203820856644623001T,仁怀市水务投资开发有限责任公司,污水处理及其再生利用,2021-11-23至2026-11-22,2021-11-23
广东省,深圳市,914403006853795855002Y,深圳市南方水务有限公司埔地吓水质净化厂（一期）,污水处理及其再生利用,2021-12-29至2026-12-28,2021-11-25
广东省,中山市,914420006844272313001V,中山市宝绿环境技术发展有限公司,污水处理及其再生利用,2021-06-24至2026-06-23,2019-08-22
广东省,中山市,91442000666538333Q001Q,中山市古镇镇水务有限公司,污水处理及其再生利用,2021-08-25至2026-08-24,2021-08-25
江苏省,盐城市,91320921MA1MDB3RX4001V,响水县富达临港供排水有限公司,污水处理及其再生利用,2021-11-25至2026-11-24,2021-11-25
江苏省,无锡市,913202066816024959001R,无锡西塘综合污水处理有限公司,污水处理及其再生利用,2021-11-05至2026-11-04,2021-11-05
吉林省,吉林市,112202830135233539001W,舒兰市法特镇人民政府,污水处理及其再生利用,2021-11-25至2026-11-24,2021-11-25
广东省,深圳市,914403006820066603002Y,深圳市深水龙岗污水处理有限公司（沙田水质净化厂）,污水处理及其再生利用,2021-12-28至2026-12-27,2021-11-24
湖南省,张家界市,91430811MA4Q0XLR2Y001Q,张家界澄源水务有限责任公司中湖乡集镇污水处理厂,污水处理及其再生利用,2021-02-07至2026-02-06,2021-02-07
湖南省,张家界市,91430811MA4Q0XLR2Y002U,张家界澄源水务有限责任公司天子山街道集镇污水处理厂,污水处理及其再生利用,2021-02-07至2026-02-06,2021-02-07
广东省,广州市,91440115MA59BWTH59002U,广州科涤水处理有限公司（大岗净水厂）,污水处理及其再生利用,2021-12-25至2026-12-24,2021-11-24
北京市,市辖区,911101153183023081001X,北京兴源水务有限公司-西红门再生水厂,污水处理及其再生利用,2021-11-24至2026-11-23,2021-11-24
北京市,市辖区,911101157916031654001Y,光大水务（北京）有限公司,污水处理及其再生利用,2021-12-25至2026-12-24,2021-11-24
天津市,市辖区,91120000103069270J002Q,中建六局水利水电建设集团有限公司团泊新城西区污水处理厂,污水处理及其再生利用,2021-12-11至2026-12-10,2021-11-24
湖南省,株洲市,91430200MA4QKR799K001V,株洲中交二航局环保有限公司,污水处理及其再生利用,2021-02-28至2026-02-27,2021-02-28
吉林省,长春市,91220181MA156C2P6R001Y,长春市营城龙江环保水务有限公司,污水处理及其再生利用,2021-12-29至2026-12-28,2018-12-29
重庆市,市辖区,91500118556796788H059U,金龙镇污水处理厂,污水处理及其再生利用,2020-04-16至2023-04-15,2020-04-16
重庆市,市辖区,91500118MA60C4FF2A003U,永川区板桥镇污水处理厂,污水处理及其再生利用,2019-08-28至2022-08-27,2019-08-28
广东省,深圳市,91440300MA5EXLTD7C002V,深圳市水务（集团）有限公司滨河水质净化厂,污水处理及其再生利用,2021-12-28至2026-12-27,2021-11-22
广东省,深圳市,91440300MA5EXLTD7C001V,深圳市水务（集团）有限公司福田水质净化厂,污水处理及其再生利用,2021-12-26至2026-12-25,2021-11-22
山西省,运城市,91140823MA0HGXWH2H001Z,闻喜县惠万家污水处理有限公司,污水处理及其再生利用,2021-11-22至2026-11-21,2021-11-22
山西省,运城市,91140830MA0JUQ5D72001C,芮城县中水污水处理有限公司,污水处理及其再生利用,2021-11-22至2026-11-21,2021-11-22
重庆市,市辖区,9150022567339717XJ004Y,重庆市大足区创佳环境整治有限公司季家污水处理厂,污水处理及其再生利用,2021-09-18至2026-09-17,2021-09-18
广东省,深圳市,91440300777196698F001V,深圳市中环水务有限公司（龙华水质净化厂一期）,污水处理及其再生利用,2021-12-22至2026-12-21,2021-11-19
广东省,揭阳市,91445281MA4URJ2X39001Q,揭阳市普侨区侨东污水处理有限公司,污水处理及其再生利用,2021-11-19至2026-11-18,2021-11-19
贵州省,黔西南布依族苗族自治州,91522325215390085R011U,贞丰县水务总公司小屯镇污水处理厂,污水处理及其再生利用,2021-11-18至2026-11-17,2021-11-18
贵州省,黔西南布依族苗族自治州,91522325215390085R009U,贞丰县水务总公司沙坪镇污水处理厂,污水处理及其再生利用,2021-11-18至2026-11-17,2021-11-18
贵州省,黔西南布依族苗族自治州,91522325215390085R010U,贞丰县水务总公司长田镇污水处理厂,污水处理及其再生利用,2021-11-19至2026-11-18,2021-11-19
辽宁省,大连市,91210200787345976J001Z,大连光水马栏河水务有限公司,污水处理及其再生利用,2021-11-19至2026-11-18,2021-11-19
广东省,深圳市,91440300682039948P002Z,深圳首创水务有限责任公司松岗水质净化厂（一期）,污水处理及其再生利用,2021-12-28至2026-12-27,2021-11-19
广东省,深圳市,91440300682039948P001U,深圳首创水务有限责任公司福永水质净化厂（一期）,污水处理及其再生利用,2021-12-28至2026-12-27,2021-11-19
贵州省,黔西南布依族苗族自治州,91522325215390085R004Q,贞丰县水务总公司北盘江污水处理厂,污水处理及其再生利用,2019-10-21至2024-10-20,2019-10-21
内蒙古自治区,乌兰察布市,911509246994920609003R,兴和县城关镇旧城区污水处理站（二号站）,污水处理及其再生利用,2021-11-15至2026-11-14,2021-11-15
贵州省,黔西南布依族苗族自治州,91522325215390085R003U,贞丰县水务总公司者相污水处理厂,污水处理及其再生利用,2019-08-20至2024-08-19,2019-08-20
贵州省,黔西南布依族苗族自治州,91522325215390085R001V,贞丰县水务总公司贞丰县污水处理厂,污水处理及其再生利用,2019-08-20至2024-08-19,2019-08-20
广东省,深圳市,91440300774137641T001W,通用沙井污水处理（深圳）有限公司(沙井水质净化厂（一期））,污水处理及其再生利用,2021-12-28至2026-12-27,2021-11-18
广东省,广州市,91440111X184758996001X,广州市白云区人和镇西成经济联合社（人和镇西成村工业安置区污水处理站）,污水处理及其再生利用,2022-01-01至2026-12-31,2021-11-18
广东省,广州市,91440101MA5AY4052Y001X,广州市净水有限公司石井净水分公司,污水处理及其再生利用,2022-01-01至2026-12-31,2021-11-18
新疆维吾尔自治区,吐鲁番市,91650421MA7845DQ84001V,鄯善县隆净投资建设有限公司,污水处理及其再生利用,2019-10-01至2022-09-30,2019-10-01
湖南省,张家界市,91430821MA4TD18T2T001V,慈利县净源污水处理有限公司,污水处理及其再生利用,2019-08-30至2024-08-29,2019-08-30
北京市,市辖区,91110112580871709Y030U,北京新城禹潞环保科技有限责任公司-双埠头村南坑污水处理站,污水处理及其再生利用,2021-11-18至2026-11-17,2021-11-18
重庆市,市辖区,9150011875305963XG001X,重庆市永川区惠永水务有限公司（松溉污水处理厂）,污水处理及其再生利用,2019-06-24至2022-06-23,2019-06-24
云南省,昆明市,91530100775519713B005U,昆明城市污水处理运营有限责任公司（昆明市第六水质净化厂）,污水处理及其再生利用,2021-12-24至2026-12-23,2021-10-13
西藏自治区,林芝市,115426267249039347002R,察隅县察瓦龙乡污水处理厂（察隅县住房和城乡建设局）,污水处理及其再生利用,2021-11-18至2026-11-17,2021-11-18
广东省,深圳市,91440300MA5DFYQY6Q001W,深圳市楠柏布吉污水处理有限公司,污水处理及其再生利用,2021-12-27至2026-12-26,2021-11-17
重庆市,市辖区,91500000MA5XEAD88H012Q,国家电投集团两江远达节能环保有限公司（龙市污水处理厂）,污水处理及其再生利用,2021-07-02至2026-07-01,2021-07-02
湖北省,黄冈市,91421125MA494RTX2X011R,浠水华实水务有限公司兰溪镇河东污水处理厂,污水处理及其再生利用,2021-09-07至2026-09-06,2021-09-07
湖北省,黄冈市,91421125MA494RTX2X010R,浠水华实水务有限公司团陂镇污水处理厂,污水处理及其再生利用,2021-09-07至2026-09-06,2021-09-07
湖北省,黄冈市,91421125MA494RTX2X006R,浠水华实水务有限公司汪岗镇污水处理厂,污水处理及其再生利用,2021-09-07至2026-09-06,2021-09-07
湖北省,黄冈市,91421125MA494RTX2X012R,浠水华实水务有限公司兰溪镇河西污水处理厂,污水处理及其再生利用,2021-09-07至2026-09-06,2021-09-07
湖北省,黄冈市,91421125MA494RTX2X002R,浠水华实水务有限公司巴河镇污水处理厂,污水处理及其再生利用,2021-09-07至2026-09-06,2021-09-07
吉林省,吉林市,11220221013521788A001W,永吉县住房和城乡建设局,污水处理及其再生利用,2021-04-09至2026-04-08,2021-04-09
湖北省,黄冈市,91421125MA494RTX2X009R,浠水华实水务有限公司蔡河镇污水处理厂,污水处理及其再生利用,2021-09-07至2026-09-06,2021-09-07
湖北省,黄冈市,91421125MA494RTX2X004R,浠水华实水务有限公司绿杨乡污水处理厂,污水处理及其再生利用,2021-09-07至2026-09-06,2021-09-07
湖北省,黄冈市,91421125MA494RTX2X003R,浠水华实水务有限公司竹瓦镇污水处理厂,污水处理及其再生利用,2021-09-07至2026-09-06,2021-09-07
湖北省,黄冈市,91421125MA494RTX2X001R,浠水华实水务有限公司关口镇污水处理厂,污水处理及其再生利用,2021-09-07至2026-09-06,2021-09-07
湖北省,黄冈市,91421125MA494RTX2X008R,浠水华实水务有限公司白莲镇污水处理厂,污水处理及其再生利用,2021-09-07至2026-09-06,2021-09-07
广东省,深圳市,91440300682039948P003V,深圳首创水务有限责任公司公明污水处理厂,污水处理及其再生利用,2021-12-30至2026-12-29,2021-11-16
广东省,深圳市,91440300MA5GE4W52D001V,深圳光明首创水务有限责任公司,污水处理及其再生利用,2021-11-16至2026-11-15,2021-11-16
江苏省,南京市,9132011567133292X2012V,南京江宁水务集团有限公司高桥污水处理厂,污水处理及其再生利用,2021-11-16至2026-11-15,2021-11-16
贵州省,黔南布依族苗族自治州,91522727356411679E004Q,平塘县者密镇污水处理厂,污水处理及其再生利用,2021-11-16至2026-11-15,2021-11-16
贵州省,黔南布依族苗族自治州,91522727356411679E003Q,平塘县掌布镇污水处理厂,污水处理及其再生利用,2021-11-16至2026-11-15,2021-11-16
湖北省,黄冈市,91421125MA494RTX2X007R,浠水华实水务有限公司洗马镇污水处理厂,污水处理及其再生利用,2021-09-07至2026-09-06,2021-09-07
四川省,雅安市,91511803MA63RMB32B001R,成雅工业园区污水处理厂,污水处理及其再生利用,2021-05-24至2026-05-23,2021-05-24
广东省,深圳市,91440300778784096N002V,固戍水质净化厂（一期）扩容提标工程（新建扩容工程）,污水处理及其再生利用,2021-11-12至2026-11-11,2021-11-12
广东省,深圳市,91440300769155060M001V,深圳市瀚洋环保设施运营管理有限公司(固戍再生水厂),污水处理及其再生利用,2021-11-12至2026-11-11,2021-11-12
吉林省,吉林市,112202830135233614001U,舒兰市平安镇人民政府,污水处理及其再生利用,2021-11-15至2026-11-14,2021-11-15
陕西省,延安市,91610600MA6YMYAF81001U,延安新投环保有限公司新区污水处理厂,污水处理及其再生利用,2021-11-15至2026-11-14,2021-11-15
江苏省,扬州市,913210120695261663002R,扬州市江都区晴川污水处理厂,污水处理及其再生利用,2021-11-15至2026-11-14,2021-11-15
吉林省,白山市,91220621MA17WFL98R001Q,抚松县泉林污水处理有限公司,污水处理及其再生利用,2021-11-13至2026-11-12,2021-11-13
江苏省,苏州市,913205821421385746004X,张家港市给排水有限公司锦丰片区污水处理厂,污水处理及其再生利用,2021-11-12至2026-11-11,2021-11-12
江苏省,苏州市,913205821421385746005Y,张家港市给排水有限公司乐余片区污水处理厂,污水处理及其再生利用,2021-11-12至2026-11-11,2021-11-12
江苏省,苏州市,91320583MA1Q4D0Y8W001V,昆山市千灯琨澄水质净化有限公司,污水处理及其再生利用,2021-11-12至2026-11-11,2021-11-12
江西省,宜春市,91360981MA38AHKK1E019U,丰城市上塘镇污水处理厂,污水处理及其再生利用,2021-08-31至2026-08-30,2021-08-31
湖南省,娄底市,91431300MA4Q2DN438001V,娄底经济技术开发区涉重金属工业废水预处理厂,污水处理及其再生利用,2021-04-13至2026-04-12,2021-04-13
安徽省,安庆市,9134080069897624XU001V,安庆市清源水务有限公司,污水处理及其再生利用,2021-11-11至2026-11-10,2021-11-11
辽宁省,大连市,91210242683036298H001Y,大连清本再生水有限公司,污水处理及其再生利用,2021-12-26至2026-12-25,2021-07-19
安徽省,阜阳市,91341222MA2TA8CW1Q002Q,太和县碧水源水务有限公司（郭庙镇污水处理厂）,污水处理及其再生利用,2021-09-24至2026-09-23,2021-09-24
安徽省,阜阳市,91341222MA2TA8CW1Q005U,太和县碧水源水务有限公司（大庙镇污水处理厂）,污水处理及其再生利用,2021-09-24至2026-09-23,2021-09-24
安徽省,阜阳市,91341222MA2TA8CW1Q004Q,太和县碧水源水务有限公司（苗老集镇污水处理厂）,污水处理及其再生利用,2021-09-24至2026-09-23,2021-09-24
安徽省,阜阳市,91341222MA2TA8CW1Q003Q,太和县碧水源水务有限公司（二郎镇污水处理厂）,污水处理及其再生利用,2021-09-24至2026-09-23,2021-09-24
